lead_id,name,headline,bio,instagram_url,youtube_url,google_maps_url,website,follower_count,is_business_account,rating,review_count,phone,company_name,company_size,company_industry,location,source,discovered_via_keyword,created_at
,Whole Body Studios,"Pilates, barre & yoga",,https://www.instagram.com/wholebodystudios/,,,,,True,,,,,,Pilates/Yoga studio,"Denver, CO",instagram,barre studio,
,Front Range CrossFit,CrossFit gym (SE Denver),,https://www.instagram.com/frontrangecrossfit/,,,,,True,,,,,,CrossFit gym,"Denver, CO",instagram,crossfit,
,Pilates Denver – BASI Host Studio,,,https://www.instagram.com/pilatesdenverstudio/,,,,,True,,,,,,Pilates studio,"Denver, CO",instagram,pilates studio,
,3C Fit Denver,Pilates & Power Plate,,https://www.instagram.com/3cfitdenver/,,,,,True,,,,,,Pilates studio,"Denver, CO",instagram,pilates studio,
,Pilates Denver Studio,,,https://www.instagram.com/pilatesdenver/,,,,,True,,,,,,Pilates studio,"Denver, CO",instagram,pilates studio,
,The Pilates Studio (Denver),,,https://www.instagram.com/psdenver/,,,,,True,,,,,,Pilates studio,"Denver, CO",instagram,pilates studio,
,Conscious Pilates Denver,,,https://www.instagram.com/consciouspilatesdenver/,,,,,True,,,,,,Pilates studio,"Denver, CO",instagram,pilates studio,
,The Wellness Center (Cherry Creek),Massage | Wellness,,https://www.instagram.com/wellnessdenver/,,,,,True,,,,,,Wellness center,"Denver, CO",instagram,massage therapy clinic,
,Inspired Wellness Denver,Acupuncture,,https://www.instagram.com/inspiredwellness_center/,,,,,True,,,,,,Acupuncture clinic,"Denver, CO",instagram,acupuncture clinic,
,Denver Fit Pro,Denver Personal Trainer,,https://www.instagram.com/denverfitpro/,,,,,True,,,,,,Personal training,"Denver, CO",instagram,personal trainer,
,Inner Evolve Fit,Fat loss & Strength | Denver Personal Trainer,,https://www.instagram.com/innerevolvefit/,,,,,True,,,,,,Personal training,"Denver, CO",instagram,personal trainer,
,Audrey Gloss Fitness,Personal Trainer (Denver),,https://www.instagram.com/alpha_audreyfit/,,,,,True,,,,,,Personal training,"Denver, CO",instagram,personal trainer,
,BOULDER YOGA STUDIO,,,https://www.instagram.com/boulderyogastudio/,,,,,True,,,,,,Yoga studio,"Boulder, CO",instagram,yoga studio,
,Boulder Trainer,Personal Trainer (Boulder),,https://www.instagram.com/boulder_trainer/,,,,,True,,,,,,Personal training,"Boulder, CO",instagram,personal trainer,
,Calum Budd-Brophy,Coach | Personal Trainer (Boulder),,https://www.instagram.com/budd_brophy_boulder/,,,,,True,,,,,,Personal training,"Boulder, CO",instagram,personal trainer,
,CrossFit SoCo,,,https://www.instagram.com/crossfit.soco/,,,,,True,,,,,,CrossFit gym,"Colorado Springs, CO",instagram,crossfit,
,CrossFit Colorado Springs,,,https://www.instagram.com/crossfitcoloradosprings/,,,,,True,,,,,,CrossFit gym,"Colorado Springs, CO",instagram,crossfit,
,Colorado Springs CrossFit,,,https://www.instagram.com/coloradospringscrossfit/,,,,,True,,,,,,CrossFit gym,"Colorado Springs, CO",instagram,crossfit,
,ERO Fitness Co,Personal Trainer (Colorado Springs),,https://www.instagram.com/erofitnessco/,,,,,True,,,,,,Personal training,"Colorado Springs, CO",instagram,personal trainer,
,Foss Yoga Studio,,,https://www.instagram.com/fossyoga/,,,,,True,,,,,,Yoga studio,"Fort Collins, CO",instagram,yoga studio,
,Peak Wellness Retreat,,,https://www.instagram.com/pwrvail/,,,,,True,,,,,,Wellness retreat,"Vail, CO",instagram,wellness retreat,
,Sarahtonin Fitness,Personal Trainer (Vail),,https://www.instagram.com/sarahtonin_fitness/,,,,,True,,,,,,Personal training,"Vail, CO",instagram,personal trainer,
,Aspen Creative Yoga,,,https://www.instagram.com/aspencreativeyoga/,,,,,True,,,,,,Yoga studio,"Aspen, CO",instagram,yoga studio,
,Studio ASPEN Pilates Reformer,,,https://www.instagram.com/studioaspenpilates/,,,,,True,,,,,,Pilates studio,"Aspen, CO",instagram,pilates studio,
,CrossFit Breckenridge,,,https://www.instagram.com/crossfitbreckenridge/,,,,,True,,,,,,CrossFit gym,"Breckenridge, CO",instagram,crossfit,
,Practice with Brittany,,,,https://www.youtube.com/@PracticewithBrittany,,,,False,,,,,,Yoga studio/Instructor,"Lakewood, CO",youtube,yoga studio,
,Urban Sanctuary (Denver),,,,https://www.youtube.com/watch?v=6ga9G7ANR-k,,,,False,,,,,,Yoga studio,"Denver, CO",youtube,yoga studio,
,Sweat Den (Denver),,,,https://www.youtube.com/watch?v=qMVeA0IXZ4E,,,,False,,,,,,Boutique gym,"Denver, CO",youtube,boutique gym,
,CrossFit SoCo (YouTube),,,,https://www.youtube.com/watch?v=jMcIJjnHlJ8,,,,False,,,,,,CrossFit gym,"Colorado Springs, CO",youtube,crossfit,
,Pursuit Training & Performance Gym,,,,https://www.youtube.com/watch?v=m76kvezMKA4,,,,False,,,,,,Training facility,Colorado,youtube,strength and conditioning gym,
,Move with Meirav Pilates Studio,,,,https://www.youtube.com/@movewithmeiravpilatesstudi3601,,,,False,,,,,,Pilates studio,"Boulder, CO",youtube,pilates studio,
,Trainer Scott Personal Training (Denver),,,,https://www.youtube.com/@TrainerScottDenver,,,,False,,,,,,Personal training,"Denver, CO",youtube,personal trainer,
,Yoga Pod Community,,,,https://www.youtube.com/@YogaPodCommunity,,,,False,,,,,,Yoga studio,"Boulder/Longmont, CO",youtube,yoga studio,
,Adi Shakti Kundalini Yoga Center of Boulder,,,,https://www.youtube.com/@adishaktikundaliniyogacent787,,,,False,,,,,,Yoga studio,"Boulder, CO",youtube,yoga studio,
,O2 Aspen,,,,https://www.youtube.com/watch?v=l91wsfdtKDo,,,,False,,,,,,Yoga/Pilates + Spa,"Aspen, CO",youtube,yoga studio,
,Kaiut Yoga (Boulder),,,,https://www.youtube.com/watch?v=iz5qYU-ORBc,,,,False,,,,,,Yoga studio,"Boulder, CO",youtube,yoga studio,
,Ubergrippen Climbing Gym (Denver),,,,https://www.youtube.com/watch?v=UXCdE0sCppc,,,,False,,,,,,Climbing gym,"Denver, CO",youtube,climbing gym,
,Urban Sanctuary,,,,,,https://www.urbansanctuary.love/,,False,,,(303) 993-2420,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,The River Yoga – Golden Triangle,,,,,,https://weseektheriver.com/,,False,,,(720) 381-6070,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,Yoga Box – Highlands,,,,,,https://www.yogabox.com/highlands/,,False,,,(303) 223-9896,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,Rooted Heart Yoga and Wellness,,,,,,https://www.rootedheartyw.com/,,False,,,(720) 770-8280,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,Harmonist Sanctuary,,,,,,https://www.harmonistsanctuary.org/,,False,,,(720) 924-1088,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,Denver – Yoga Social,,,,,,http://yogasocial.org/,,False,,,(720) 464-7718,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,CrossFit Verve,,,,,,https://www.crossfitverve.com/,,False,,,(720) 238-7783,,,CrossFit gym,"Denver, CO",google_maps,crossfit,
,CrossFit Train,,,,,,https://crossfittrain.com/,,False,,,(719) 439-1965,,,CrossFit gym,"Denver, CO",google_maps,crossfit,
,Omnia Fitness Collective,,,,,,http://omniafitco.com/,,False,,,(720) 335-5611,,,CrossFit/PT gym,"Denver, CO",google_maps,personal training studio,
,Platform Strength,,,,,,http://www.platformstrength.com/,,False,,,(720) 386-1355,,,Boutique gym,"Denver, CO",google_maps,boutique gym,
,Fitness in the City,,,,,,http://www.fitcdenver.com/,,False,,,(720) 263-6129,,,Boutique gym,"Denver, CO",google_maps,boutique gym,
,The FIIT co.,,,,,,https://thefiitco.com/,,False,,,(303) 710-6762,,,Gym,"Denver, CO",google_maps,strength and conditioning gym,
,Arc Pilates and Movement,,,,,,http://arcpilatesandmovement.com/,,False,,,(206) 999-1601,,,Pilates studio,"Denver, CO",google_maps,pilates studio,
,Denver Pilates Movement,,,,,,https://www.denverpilatesmovement.com/,,False,,,(303) 297-3040,,,Pilates studio,"Denver, CO",google_maps,pilates studio,
,Boost SoBo,,,,,,https://clients.mindbodyonline.com/classic/ws?studioid=5721441,,False,,,(720) 248-8770,,,Pilates studio,"Denver, CO",google_maps,pilates studio,
,Yoga Pod Boulder,,,,,,https://www.yogapodboulderlongmont.com/,,False,,,(303) 444-4232,,,Yoga studio,"Boulder, CO",google_maps,yoga studio,
,Yoga Pearl,,,,,,https://www.yogapearl.com/,,False,,,(720) 583-2473,,,Yoga studio,"Boulder, CO",google_maps,yoga studio,
,Kaiut Yoga Boulder,,,,,,https://www.kaiutyogaboulder.com/,,False,,,(720) 696-0401,,,Yoga studio,"Boulder, CO",google_maps,yoga studio,
,All Purpose Yoga,,,,,,https://allpurposeyoga.com/,,False,,,(203) 520-5145,,,Yoga studio,"Boulder, CO",google_maps,yoga studio,
,KONDITION,,,,,,http://www.konditionfitness.com/,,False,,,(303) 444-5505,,,Boutique fitness (barre/spin/strength/yoga),"Boulder, CO",google_maps,barre studio,
,Kinetic Pilates,,,,,,https://www.kinetic-pilates.com/,,False,,,,,,Pilates studio,"Boulder, CO",google_maps,pilates studio,
,Care To Pilates,,,,,,https://www.caretopilates.com/,,False,,,,,,Pilates studio,"Boulder, CO",google_maps,pilates studio,
,The Pilates Center,,,,,,https://www.thepilatescenter.com/,,False,,,(303) 494-3400,,,Pilates studio,"Boulder, CO",google_maps,pilates studio,
,CrossFit Roots,,,,,,http://www.crossfitroots.com/,,False,,,(303) 578-8455,,,CrossFit gym,"Boulder, CO",google_maps,crossfit,
,CrossFit Sanitas,,,,,,http://crossfitsanitas.com/,,False,,,(303) 449-4635,,,CrossFit gym,"Boulder, CO",google_maps,crossfit,
,Cambio Yoga,,,,,,http://www.cambioyoga.com/,,False,,,(719) 229-1188,,,Yoga studio,"Colorado Springs, CO",google_maps,yoga studio,
,Modern Yoga Colorado,,,,,,https://www.modernyogacolorado.com/,,False,,,(623) 980-9240,,,Yoga studio,"Colorado Springs, CO",google_maps,yoga studio,
,Praxis Yoga,,,,,,https://www.praxisyoga.com/,,False,,,(719) 431-9511,,,Yoga studio,"Colorado Springs, CO",google_maps,yoga studio,
,Core Collective,,,,,,http://corecollectivecos.com/,,False,,,(719) 301-5311,,,Pilates studio,"Colorado Springs, CO",google_maps,pilates studio,
,Sun Pilates Studio,,,,,,http://www.sun-pilates.com/,,False,,,(719) 632-0509,,,Pilates studio,"Colorado Springs, CO",google_maps,pilates studio,
,Pilates House Studio,,,,,,https://www.pilateshousestudio.com/,,False,,,(719) 249-6989,,,Pilates studio,"Colorado Springs, CO",google_maps,pilates studio,
,CrossFit SoCo,,,,,,http://www.crossfitsoco.com/,,False,,,(719) 496-4475,,,CrossFit gym,"Colorado Springs, CO",google_maps,crossfit,
,CrossFit Tava,,,,,,http://www.crossfittava.com/,,False,,,(719) 270-0766,,,CrossFit gym,"Colorado Springs, CO",google_maps,crossfit,
,Old Town Yoga,,,,,,http://www.oldtownyoga.com/,,False,,,(970) 222-2777,,,Yoga studio,"Fort Collins, CO",google_maps,yoga studio,
,Om Ananda Yoga,,,,,,http://www.omanandayoga.com/,,False,,,(970) 488-9192,,,Yoga studio,"Fort Collins, CO",google_maps,yoga studio,
,Iyengar Yoga of Fort Collins,,,,,,http://www.cwrightyoga.com/,,False,,,(970) 231-0496,,,Yoga studio,"Fort Collins, CO",google_maps,yoga studio,
,The Movement Apothecary,,,,,,http://www.themovementapothecary.com/,,False,,,(970) 360-3016,,,Pilates/Yoga studio,"Fort Collins, CO",google_maps,pilates studio,
,StraightLine Fitness Studio,,,,,,https://straightlinefitnessstudio.com/,,False,,,(970) 817-3500,,,Boutique fitness,"Fort Collins, CO",google_maps,personal training studio,
,Fit Five Lagree,,,,,,http://www.fit5studio.com/,,False,,,(970) 612-8386,,,Lagree studio,"Fort Collins, CO",google_maps,lagree,
,YogaPod Fort Collins,,,,,,https://www.yogapodfortcollins.com/,,False,,,(970) 829-8751,,,Yoga studio,"Fort Collins, CO",google_maps,yoga studio,
,ROOT TO RISE YOGA,,,,,,https://roottorise.yoga/,,False,,,(720) 372-7129,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,Park Hill Yoga,,,,,,http://www.parkhillyoga.com/,,False,,,(303) 638-9508,,,Yoga studio,"Denver, CO",google_maps,yoga studio,
,TWST Fitness Central Park,,,,,,http://www.twstfitness.com/,,False,,,,,,Pilates/Lagree studio,"Aurora, CO",google_maps,lagree,
,Lagree Luxe Central Park,,,,,,https://lagreeluxe.com/,,False,,,(720) 260-4338,,,Lagree/Pilates studio,"Denver, CO",google_maps,lagree,
,Mach983 CrossFit,,,,,,https://www.mach983crossfit.com/,,False,,,(720) 664-9112,,,CrossFit gym,"Aurora, CO",google_maps,crossfit,
,O2 Aspen,,,,,,http://www.o2life.com/,,False,,,(970) 925-4002,,,Yoga/Pilates + Spa,"Aspen, CO",google_maps,yoga studio,
